鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
官田區,土地,鎮北段74地號,2738.51,,特定農業區,農牧用地,1100811,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,657,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLKMQHGGFFD08DA,0.0,0.0,0.0,無,
新營區,土地,新營段4-15地號,3496.0,都市：其他:工業區,,,1100510,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,61780000,17672,,0.0,0,,RPTNMLNJRHGGFDD18DA,0.0,0.0,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區裕農一街１８６號五樓之１４,17.97,都市：其他:第五種住宅區,,,1100726,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850409,135.47,3,2,2,有,有,8300000,61268,坡道平面,0.0,0,含傢俱設備費；,RPWOMLSJRHGGFCD98DA,76.67,9.44,0.0,有,
新營區,土地,綠川段700-1地號,544.21,都市：其他:機關用地,,,1100811,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,48000000,88201,,0.0,0,,RPWNMLNKQHGGFDD48DA,0.0,0.0,0.0,無,
南區,土地,鹽埕段2482-10地號,103.0,都市：其他:住宅區,,,1100723,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,77670,,0.0,0,,RPOPMLSJRHGGFCD28DA,0.0,0.0,0.0,無,
東區,房地(土地+建物)+車位,臺南市東區中華東路二段７３巷１５號四樓之１０,12.22,都市：其他:第五種住宅區,,,1100824,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791229,58.8,1,0,1,有,有,1950000,33169,坡道平面,0.0,0,,RPXOMLRJRHGGFCD98DA,39.83,4.08,0.0,有,
東區,土地,東安段416地號,47.0,都市：其他:第五種住宅區,,,1100826,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1650000,35106,,0.0,0,未登記建物；,RPWNMLKKRHGGFCD18DA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區東興路４６號,82.0,都市：其他:第五種住宅區,,,1100906,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0570530,80.96,3,2,2,有,無,16000000,197628,,0.0,0,頂樓加蓋；其他增建；,RPUNMLLKRHGGFCD08DA,80.96,0.0,0.0,無,
南區,房地(土地+建物),臺南市南區中華西路一段８巷１號九樓之１,26.02,都市：其他:住宅區,,,1100811,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0850327,193.98,4,2,2,有,有,6800000,35055,,0.0,0,,RPSOMLLMQHGGFCD08DA,117.77,17.36,0.0,有,
南區,土地,大林段910-1地號,15.97,都市：其他:住宅區,,,1100901,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,750000,46963,,0.0,0,畸零地或有合併使用效益；,RPPQMLNJRHGGFCD97DA,0.0,0.0,0.0,無,
安南區,土地,安東段532地號,152.05,都市：其他:細部計畫道路用地,,,1100209,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,26307,,0.0,0,1.本件道路用地不予計價。包含公共設施保留地用地；,RPOOMLTJRHGGFBD18DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區北安路三段３９６巷５０弄４９號,84.17,都市：其他:住宅區,,,1100802,土地1建物1車位0,全,四層,透天厝,法定停車空間．住宅,鋼筋混凝土造,0870203,198.74,4,2,3,有,無,4800000,24152,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPWNMLQJRHGGFBD58DA,192.36,6.38,0.0,無,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街２６６號七樓之６,20.85,都市：其他:住宅區,,,1100818,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100114,149.29000000000002,3,2,2,有,有,8300000,55596,坡道平面,25.6,0,,RPPNMLLKRHGGFBD47DA,72.81,12.37,0.0,有,042
安南區,土地,天馬段160地號,58.59,都市：其他:細部計畫道路用地,,,1100802,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,34136,,0.0,0,包含公共設施保留地用地；,RPTNMLLKRHGGFBD87DA,0.0,0.0,0.0,無,043
安南區,房地(土地+建物),臺南市安南區環館路３６０巷１號,459.52,都市：其他:住宅區,,,1080330,土地4建物1車位0,全,四層,透天厝,集合住宅、停車空間、店舖,鋼筋混凝土造,1090924,580.22,5,2,4,有,有,52570000,90604,,0.0,0,,RPQPMLMJRHGGFBD77DA,548.25,30.69,0.0,有,
安南區,土地,天馬段160地號,58.59,都市：其他:細部計畫道路用地,,,1100825,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,480000,8193,,0.0,0,包含公共設施保留地用地；,RPPOMLNJRHGGFBD67DA,0.0,0.0,0.0,無,043
安南區,房地(土地+建物)+車位,臺南市安南區安路２９７號三樓之１,36.21,都市：其他:住宅區,,,1100825,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100511,98.83,2,2,2,有,有,5580000,56461,一樓平面,0.0,800000,預售屋、或土地及建物分件登記案件；,RPVNMLRJRHGGFBD58DA,61.44,5.47,0.0,有,
安南區,房地(土地+建物),臺南市安南區安路２９７號三樓之２,31.0,都市：其他:住宅區,,,1100825,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100511,81.07000000000001,2,2,2,有,有,4200000,51807,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWNMLRJRHGGFBD68DA,52.51,6.62,0.0,有,
安南區,房地(土地+建物)+車位,臺南市安南區安路２９９號三樓之３,30.37,都市：其他:住宅區,,,1100825,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100511,89.25999999999999,2,2,2,有,有,5000000,53241,一樓平面,14.13,1000000,預售屋、或土地及建物分件登記案件；,RPOOMLRJRHGGFBD97DA,51.39,4.21,0.0,有,
安南區,房地(土地+建物),臺南市安南區安路２９７號四樓之３,30.36,都市：其他:住宅區,,,1100825,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100511,76.29,2,2,2,有,有,3880000,50859,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPOMLRJRHGGFBD08DA,51.39,4.21,0.0,有,
安南區,房地(土地+建物)+車位,臺南市安南區安路２９９號四樓之１,39.41,都市：其他:住宅區,,,1100825,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100511,113.68,3,2,2,有,有,6200000,52235,一樓平面,14.13,1000000,預售屋、或土地及建物分件登記案件；,RPQOMLRJRHGGFBD18DA,66.8,6.84,0.0,有,
安南區,房地(土地+建物)+車位,臺南市安南區安路２９９號四樓之３,30.37,都市：其他:住宅區,,,1100825,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100511,89.25999999999999,2,2,2,有,有,4980000,52975,一樓平面,14.13,1000000,預售屋、或土地及建物分件登記案件；,RPROMLRJRHGGFBD28DA,51.39,4.21,0.0,有,
安南區,房地(土地+建物)+車位,臺南市安南區安路２９９號五樓之３,30.37,都市：其他:住宅區,,,1100825,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100511,89.25999999999999,2,2,2,有,有,5120000,54838,一樓平面,14.13,1000000,預售屋、或土地及建物分件登記案件；,RPSOMLRJRHGGFBD38DA,51.39,4.21,0.0,有,
北區,房地(土地+建物),臺南市北區北園街８７巷１５１弄２號,93.0,都市：其他:細部計畫道路用地,,,1100806,土地2建物1車位0,全,三層,透天厝,住商用,加強磚造,0670728,152.39,4,2,2,有,無,5600000,36748,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLNKRHGGFAD28DA,152.39,0.0,0.0,無,
北區,房地(土地+建物),臺南市北區正覺街１０２巷４０弄６２號,50.32,都市：其他:住宅區,,,1100824,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0630903,69.23,5,1,5,有,無,4600000,66445,,0.0,0,頂樓加蓋；,RPUNMLLKRHGGFAD87DA,69.23,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號八樓之２,28.32,都市：其他:住宅區,,,1080811,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,159.74,4,2,2,有,有,11720000,73369,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPWNMLTJRHGGFAD78DA,80.88,12.15,0.0,有,
北區,房地(土地+建物),臺南市北區北安路一段５１巷１弄２１號,117.0,都市：其他:住宅區,,,1100817,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0670912,134.04,4,2,2,有,無,10000000,74605,,0.0,0,其他增建；,RPROMLTJRHGGFAD38DA,134.04,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區文平路２９６號七樓,37.49,都市：其他:住宅區,,,1090818,土地1建物1車位2,七層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100413,312.67,4,2,3,有,有,21370000,73455,坡道平面,58.5,2700000,權利買賣契約價格2200萬元整預售屋、或土地及建物分件登記案件；,RPSOMLTJRHGGFAD48DA,160.64,16.42,0.0,有,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０５號四樓之５,24.74,都市：其他:住宅區,,,1090614,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,141.66,3,2,2,有,有,10300000,72709,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPXPMLSJRHGGFAD98DA,69.44,11.86,0.0,有,
中西區,土地,廣慈段328地號,50.02,都市：其他:商業區,,,1100826,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21182000,423471,,0.0,0,,RPXNMLQJRHGGFAD58DA,0.0,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號十樓之１,30.43,都市：其他:住宅區,,,1080720,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,170.44,4,2,2,有,有,12580000,73809,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPVPMLSJRHGGFAD78DA,86.93,13.04,0.0,有,
安平區,房地(土地+建物),臺南市安平區建平八街５５１號五樓之１２,9.0,都市：其他:住宅區,,,1100731,土地1建物1車位0,五層,二十六層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0870105,124.97,3,2,2,有,有,4950000,39610,,0.0,0,,RPQOMLSJRHGGFAD18DA,86.11,12.96,0.0,有,
安平區,房地(土地+建物)+車位,臺南市安平區文平路２８６號十六樓,26.89,都市：其他:住宅區,,,1080531,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100413,223.07,3,2,2,有,有,15980000,75998,坡道平面,29.25,1250000,預售屋、或土地及建物分件登記案件；,RPQPMLSJRHGGFAD28DA,121.46,14.14,0.0,有,
安平區,土地,金城段37-70地號,149.72,都市：其他:特定商業專用區,,,1100720,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14300000,95512,,0.0,0,,RPQNMLPJRHGGFAD77DA,0.0,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區育平路２１２號八樓之１３,13.42,都市：其他:住宅區,,,1100825,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840729,150.74,3,2,2,有,有,7300000,48428,坡道平面,0.0,0,,RPVOMLNJRHGGFAD18DA,79.89,11.61,0.0,有,045
北區,房地(土地+建物),臺南市北區文賢路５５０號,128.3,都市：其他:住宅區,,,1100824,土地1建物1車位0,全,一層,透天厝,商業用,鐵骨造,0730929,74.09,2,1,2,有,無,16000000,215954,,0.0,0,夾層；其他增建；,RPVNMLOLQHGGFAD28DA,74.09,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區國平北路１２５號十一樓之９,8.21,都市：其他:商業區,,,1100811,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100503,92.81,2,1,1,有,有,6200000,66803,坡道機械,11.17,0,,RPWNMLQLQHGGFAD58DA,46.86,7.03,0.0,有,046
安平區,房地(土地+建物)+車位,臺南市安平區永華八街１６號十樓,47.22,都市：其他:社區商業區,,,1100225,土地1建物1車位2,十層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070615,321.63,3,2,3,有,有,23040000,77891,坡道平面,61.78,2800000,,RPRNMLNLPHGGFAD67DA,160.45,20.09,0.0,有,
安平區,房地(土地+建物)+車位,臺南市安平區永華八街１８號十樓,47.77,都市：其他:社區商業區,,,1100225,土地1建物1車位2,十層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070615,324.76,3,2,3,有,有,23250000,78523,坡道平面,61.78,2600000,,RPSNMLNLPHGGFAD77DA,161.08,21.57,0.0,有,
安平區,房地(土地+建物)+車位,臺南市安平區永華八街１６號十八樓,47.22,都市：其他:社區商業區,,,1100225,土地1建物1車位2,十八層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070615,321.63,3,2,3,有,有,25510000,87397,坡道平面,61.78,2800000,,RPTNMLNLPHGGFAD87DA,160.45,20.09,0.0,有,
安平區,房地(土地+建物)+車位,臺南市安平區永華八街１８號十八樓,47.77,都市：其他:社區商業區,,,1100225,土地1建物1車位2,十八層,二十一層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070615,324.76,3,2,3,有,有,26120000,88676,坡道平面,61.78,2800000,,RPUNMLNLPHGGFAD97DA,161.08,21.57,0.0,有,
安平區,房地(土地+建物)+車位,臺南市安平區郡平路１８１號七樓之３２,16.56,都市：其他:住宅區,,,1100727,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0880622,156.34,3,2,2,有,有,5300000,33900,坡道平面,0.0,0,,RPROMLMJQHGGFAD57DA,86.15,14.01,0.0,有,047
安平區,房地(土地+建物)+車位,臺南市安平區國平南路９６號六樓之１,42.88,都市：其他:商業區,,,1100807,土地2建物1車位3,六層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070529,500.34999999999997,3,2,4,有,有,39890000,82580,坡道平面,68.89,4260000,,RPUOMLTJQHGGFAD58DA,257.5,36.84,0.0,有,
安平區,房地(土地+建物)+車位,臺南市安平區國平南路９８號三樓之５,33.29,都市：其他:商業區,,,1100710,土地2建物1車位2,三層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1070529,383.65999999999997,3,2,3,有,有,23870000,63773,坡道平面,43.86,2200000,,RPPOMLRLQHGGFAD08DA,188.83,42.99,0.0,有,
安平區,房地(土地+建物),臺南市安平區國平北路１２５號七樓之１１,7.92,都市：其他:商業區,,,1100823,土地1建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100503,83.56,2,2,1,有,有,5160000,61752,,0.0,0,,RPROMLNLQHGGFAD87DA,45.87,9.42,0.0,有,048
北區,房地(土地+建物)+車位,臺南市北區北成路４０１號十一樓之９,21.73,都市：其他:住宅區,,,1100730,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0990406,145.42000000000002,3,2,2,有,有,10600000,72892,坡道平面,31.99,0,,RPSNMLLJRHGGFAD57DA,75.11,7.34,0.0,有,049
安平區,房地(土地+建物)+車位,臺南市安平區華平路２１巷３２弄１０之１號,32.6,都市：其他:住宅區,,,1100802,土地1建物1車位1,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820129,156.54000000000002,4,2,2,有,有,6760000,43184,升降平面,0.0,0,,RPPNMLQJRHGGFAD77DA,102.83,11.85,0.0,有,050
北區,房地(土地+建物),臺南市北區北安路一段１４２巷３９弄２０號,67.5,都市：其他:住宅區,,,1100728,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1091209,181.48,4,2,4,有,無,17200000,94776,,0.0,0,,RPQNMLQJRHGGFAD87DA,158.39,23.09,0.0,無,
北區,房地(土地+建物),臺南市北區文成三路２９３號,18.71,都市：其他:住宅區,,,1080725,土地1建物1車位0,一層，見其他登記事項,十四層,住宅大樓(11層含以上有電梯),店舖、集合住宅,鋼筋混凝土構造,1100623,94.92,2,0,1,有,有,11970000,126106,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSPMLSJRHGGFAD48DA,61.71,0.0,0.0,有,
北區,房地(土地+建物),臺南市北區文成三路２９５號,17.77,都市：其他:住宅區,,,1080725,土地1建物1車位0,一層，見其他登記事項,十四層,住宅大樓(11層含以上有電梯),店舖、集合住宅,鋼筋混凝土構造,1100623,89.99,2,0,1,有,有,10790000,119902,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTPMLSJRHGGFAD58DA,58.51,0.0,0.0,有,
北區,房地(土地+建物),臺南市北區自強街３４巷６號,50.0,都市：其他:商業區,,,1100705,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0520722,75.89,3,2,1,有,無,3600000,47437,,0.0,0,其他增建；,RPTOMLTJRHGGFAD58DA,75.89,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０５號五樓之５,24.74,都市：其他:住宅區,,,1090503,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,141.66,3,2,2,有,有,10250000,72356,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPUNMLTJRHGGFAD58DA,69.44,11.86,0.0,有,
安平區,房地(土地+建物),臺南市安平區健康三街１２巷６２弄１１號,80.58,都市：其他:住宅區,,,1100818,土地3建物1車位0,全,四層,透天厝,住宅、停車空間,鋼筋混凝土造,0961002,234.96,5,2,4,有,無,16100000,68522,,0.0,0,未登記建物；,RPOOMLKKRHGGFAD27DA,204.69,30.27,0.0,無,
北區,土地,大港段1116地號,20.08,都市：其他:細部計畫道路用地,,,1100721,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,203500,10134,,0.0,0,包含公共設施保留地用地；,RPPNMLKKRHGGFAD27DA,0.0,0.0,0.0,無,
北區,房地(土地+建物)+車位,臺南市北區文成三路３０３號六樓之１,30.43,都市：其他:住宅區,,,1080728,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,170.44,4,2,2,有,有,12430000,72929,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPSNMLKKRHGGFAD57DA,86.93,13.04,0.0,有,
北區,房地(土地+建物),臺南市北區開元路５１９號十六樓之１３,6.42,都市：其他:住宅區,,,1100831,土地3建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1041105,86.72,2,1,1,有,有,6200000,71494,,0.0,0,,RPWOMLTJRHGGFAD88DA,50.03,10.77,0.0,有,051
中西區,房地(土地+建物),臺南市中西區府前路二段２５８巷３１號三樓之９,5.95,都市：其他:住宅區,,,1100830,土地4建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790615,28.95,1,1,1,有,有,1500000,51813,,0.0,0,,RPPQMLTJRHGGFAD38DA,15.45,4.29,0.0,有,
中西區,房地(土地+建物),臺南市中西區公園路２５號六樓之４,14.12,都市：其他:商業區,,,1100830,土地2建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711207,114.59,4,0,4,有,有,5500000,47997,,0.0,0,,RPXNMLLKRHGGFAD18DA,86.6,3.66,0.0,有,052
北區,房地(土地+建物)+車位,臺南市北區文成三路３０５號三樓之１,28.32,都市：其他:住宅區,,,1090522,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100623,159.74,4,2,2,有,有,11420000,71491,坡道平面,16.61,0,預售屋、或土地及建物分件登記案件；,RPSOMLLKRHGGFAD77DA,80.88,12.15,0.0,有,
北區,房地(土地+建物),臺南市北區和緯路五段２３４巷４弄３８之１號,93.94,都市：其他:住宅區,,,1100803,土地2建物1車位0,全,四層,透天厝,集合住宅,鋼筋混凝土造,0970814,231.31,5,2,3,有,無,16350000,70684,,0.0,0,,RPTOMLLKRHGGFAD87DA,203.24,28.07,0.0,無,053
安平區,房地(土地+建物),臺南市安平區永華二街４１巷５０號四樓之２,17.36,都市：其他:住宅區,,,1100810,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821018,106.6,2,2,2,有,有,4800000,45028,,0.0,0,,RPRNMLNKRHGGFAD77DA,76.27,7.58,0.0,有,
安南區,房地(土地+建物),臺南市安南區安中路四段２１１巷２６弄９０號,88.92,都市：其他:住宅區,,,1100424,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1100323,177.49,4,2,4,有,無,13350000,75216,,0.0,0,,RPTOMLKMOHGGFBD77DA,170.92,6.57,0.0,無,
安南區,房地(土地+建物)+車位,臺南市安南區安和路五段１７１巷７２弄１號四樓之２,42.06,都市：其他:住宅區,,,1080609,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1100608,121.1,3,2,2,有,無,5550000,44574,一樓平面,16.78,900000,預售屋、或土地及建物分件登記案件；,RPQPMLLMQHGGFBD87DA,74.99,5.63,0.0,有,
安南區,土地,外塭段13-1地號,189.0,都市：其他:住宅區,,,1100827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6288900,33275,,0.0,0,,RPPNMLNJRHGGFBD57DA,0.0,0.0,0.0,無,
安南區,土地,國安段791-11地號,2.12,都市：其他:住宅區,,,1100813,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,200000,94340,,0.0,0,畸零地或有合併使用效益；包含公共設施保留地用地；,RPPOMLSJRHGGFBD18DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區義吉街１１８巷２０號二樓之１,26.07,都市：其他:住宅區,,,1100814,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1071129,72.60000000000001,2,2,1,有,有,5500000,75758,,0.0,0,,RPTPMLLKRHGGFBD08DA,54.01,4.69,0.0,有,054
安南區,土地,育安段108地號,858.2,都市：其他:細部計畫道路用地,,,1100824,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,17962424,20930,,0.0,0,包含公共設施保留地用地；,RPVPMLLKRHGGFBD28DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區安和路四段１３１巷３９弄３７號,135.92,都市：其他:住宅區,,,1100817,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0810311,279.68,5,2,4,有,無,13200000,47197,,0.0,0,,RPOOMLNKRHGGFBD67DA,265.12,14.56,0.0,無,
安南區,土地,海前段642地號,70.96,都市：其他:住宅區,,,1100824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,56370,,0.0,0,,RPRNMLLKRHGGFBD67DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物)+車位,臺南市安南區樂活一街２６號十五樓,14.13,都市：其他:住宅區,,,1100807,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100526,141.55,3,2,2,有,有,8500000,60049,坡道平面,23.34,0,,RPOOMLKKRHGGFBD37DA,61.48,13.29,0.0,有,055
東區,房地(土地+建物),臺南市東區育樂街１７號,550.0,都市：其他:第五種住宅區(附),,,1091129,土地2建物3車位0,全,二層,透天厝,住商用,補強磚造,0550815,221.42,1,5,3,有,無,85000000,383886,,0.0,0,其他增建；,RPTPMLQJQHGGFCD48DA,213.75,7.67,0.0,無,
東區,房地(土地+建物),臺南市東區東門路一段１４５之１號三樓之３,7.88,都市：其他:第四種商業區,,,1100729,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820809,76.48,2,2,1,有,有,3800000,49686,,0.0,0,陽台外推；,RPPPMLTLPHGGFCD48DA,53.03,7.79,0.0,有,
東區,房地(土地+建物),臺南市東區樹林街一段１１號,37.67,都市：其他:第五種住宅區,,,1100829,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0560000,63.8,4,2,2,有,無,4200000,65831,,0.0,0,,RPRNMLTLQHGGFCD58DA,63.8,0.0,0.0,無,056
東區,房地(土地+建物),臺南市東區德東街１５１巷３７弄１０號六樓,15.96,都市：其他:第五種住宅區,,,1100807,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840320,103.65,3,2,2,有,有,6150000,59334,,0.0,0,,RPWOMLKMQHGGFCD38DA,70.85,9.91,0.0,有,057
南區,房地(土地+建物),臺南市南區西門路一段５７５巷１號,83.0,都市：其他:商業區,,,1100812,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土,0640908,188.87,4,2,5,有,無,17800000,94245,,0.0,0,頂樓加蓋；其他增建；,RPOPMLKMQHGGFCD67DA,188.87,0.0,0.0,無,058
東區,房地(土地+建物),臺南市東區東寧路３４之１號,56.99,都市：其他:第五種住宅區,,,1100820,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700930,117.03,4,2,2,有,有,6550000,55969,,0.0,0,陽台外推；其他增建；,RPOOMLKLQHGGFCD47DA,100.48,3.72,0.0,無,
東區,房地(土地+建物),臺南市東區長榮路二段３２巷１６０之２號五樓之４,5.94,都市：其他:第五種住宅區,,,1100822,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800530,26.32,1,0,1,有,有,1250000,47492,,0.0,0,陽台外推；,RPPNMLMLQHGGFCD67DA,15.21,3.06,0.0,有,
南區,土地,省躬段173地號,35.75,都市：其他:住宅區,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,525525,14700,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRJRHGGFCD48DA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區仁和路１１３巷１３號,43.0,都市：其他:第五種住宅區,,,1100806,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0600423,49.01,1,2,1,有,無,4100000,83656,,0.0,0,其他增建；,RPPNMLRJRHGGFCD08DA,49.01,0.0,0.0,無,059
