鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
佳里區,土地,塭子內段1978地號,1232.17,,特定農業區,農牧用地,1100802,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,1461,,0.0,0,,RPXNMLNKRHGGFGD98DA,0.0,0.0,0.0,無,
西港區,房地(土地+建物),臺南市西港區施寮２５之６號,167.0,,特定農業區,甲種建築用地,1100415,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,1100415,135.89,4,2,3,有,無,7800000,57399,,0.0,0,,RPSNMLNKRHGGFGD48DA,128.74,7.15,0.0,無,
西港區,土地,港南段191地號,1.09,都市：其他:住宅區,,,1100914,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,39000,35780,,0.0,0,,RPRNMLPKRHGGFGD58DA,0.0,0.0,0.0,無,
北門區,房地(土地+建物),臺南市北門區北門里５鄰井子４３之８號,2079.57,,一般農業區,養殖用地,1100824,土地1建物1車位0,全,一層,透天厝,農舍,加強磚造,0881014,177.15,5,2,4,有,無,4680000,26418,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；其他增建；,RPPOMLKKRHGGFGD97DA,177.15,0.0,0.0,無,
佳里區,土地,文化段361地號,546.18,,特定農業區,水利用地,1100810,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,5493,,0.0,0,,RPSOMLKKRHGGFGD28DA,0.0,0.0,0.0,無,
新化區,土地,洋子段723-1地號,387.33,,特定農業區,農牧用地,1100811,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3042833,7856,,0.0,0,交易總價包含未保存建物在內。親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPUOMLRJRHGGFHD56DA,0.0,0.0,0.0,無,
北門區,土地,蚵寮段1407-90地號,15398.25,,一般農業區,養殖用地,1100730,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6100000,396,,0.0,0,,RPRNMLOKRHGGFGD48DA,0.0,0.0,0.0,無,134
安定區,房地(土地+建物),臺南市安定區蘇厝４３８之３號,109.56,,鄉村區,乙種建築用地,1091002,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1100701,200.34,4,2,3,有,無,10500000,52411,,0.0,0,,RPUOMLTJRHGGFHD76DA,170.24,30.1,0.0,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７２號十六樓之１１,10.12,都市：其他:商業區,,,1090708,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,105.64,2,2,1,有,有,5840000,56582,坡道平面,17.45,850000,,RPQPMLNLPHGGFID58DA,48.38,9.97,0.0,有,
歸仁區,土地,豬厝段1107地號,6411.0,,一般農業區,農牧用地,1100617,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,23270000,3630,,0.0,0,,RPQOMLRKOHGGFID68DA,0.0,0.0,0.0,無,
新市區,土地,大營段1988-3地號,2451.0,都市：其他:農業區(供申請變更開發為生活服務區),,,1100518,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,76300000,31130,,0.0,0,農作物；,RPWNMLPKRHGGFHD56DA,0.0,0.0,0.0,無,
新市區,土地,大營段1988-1地號,2451.0,都市：其他:計畫道路用地,,,1100518,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,76300000,31130,,0.0,0,農作物；,RPPOMLPKRHGGFHD58DA,0.0,0.0,0.0,無,
新化區,房地(土地+建物),臺南市新化區民生路３１４巷２２號,60.46,都市：其他:住宅區,,,1100803,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0690900,82.08,4,2,2,有,無,4340000,52875,,0.0,0,,RPPOMLOKRHGGFHD48DA,82.08,0.0,0.0,無,135
新市區,土地,南社內段88地號,406.56,,鄉村區,乙種建築用地,1100830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,28290000,69584,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLPKRHGGFHD48DA,0.0,0.0,0.0,無,
善化區,房地(土地+建物)+車位,臺南市善化區小新里成功新村５２號三樓,20.53,都市：其他:國宅專用區,,,1100720,土地3建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830923,106.7,2,2,2,有,有,4500000,42174,坡道平面,0.0,0,,RPPNMLNKRHGGFHD28DA,65.54,8.25,0.0,有,
安定區,土地,六塊寮段1495地號,1284.0,,特定農業區,農牧用地,1100716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,7009,,0.0,0,,RPSNMLNKRHGGFHD58DA,0.0,0.0,0.0,無,
安定區,土地,港尾段1143-1地號,39.33,,一般農業區,交通用地,1100827,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,738617,18780,,0.0,0,,RPUNMLNKRHGGFHD78DA,0.0,0.0,0.0,無,
新化區,土地,頂山腳段486-7地號,12.0,,鄉村區,乙種建築用地,1100727,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,196800,16400,,0.0,0,,RPTNMLOKRHGGFHD78DA,0.0,0.0,0.0,無,
安定區,土地,六塊寮段2955地號,927.0,,特定農業區,農牧用地,1100716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6169185,6655,,0.0,0,,RPQNMLLKRHGGFHD18DA,0.0,0.0,0.0,無,136
安定區,房地(土地+建物),臺南市安定區蘇厝４３８之２號,180.78,,鄉村區,乙種建築用地,1091002,土地5建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1100701,320.21,5,2,5,有,無,16631400,51939,,0.0,0,,RPUNMLKKRHGGFHD48DA,278.13,42.08,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７２號十樓之１０,13.03,都市：其他:商業區,,,1081017,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,139.16,3,2,2,有,有,8000000,58335,坡道平面,17.45,900000,,RPSPMLNKQHGGFID78DA,69.68,10.94,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７２號十六樓之１０,13.03,都市：其他:商業區,,,1081007,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,138.6,3,2,2,有,有,8060000,59645,坡道平面,16.88,800000,,RPTPMLNKQHGGFID88DA,69.68,10.94,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７６號七樓之１,13.03,都市：其他:商業區,,,1081028,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,139.16,3,2,2,有,有,7850000,57925,坡道平面,17.45,800000,,RPPPMLNKQHGGFID48DA,69.68,10.94,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７６號七樓之５,13.03,都市：其他:商業區,,,1070507,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,138.54,3,2,2,有,有,7080000,53099,坡道平面,16.88,620000,,RPTTMLPLQHGGFID96DA,68.92,11.64,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７６號八樓之６,10.12,都市：其他:商業區,,,1070611,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,105.64,2,2,1,有,有,5500000,53294,坡道平面,17.45,800000,,RPUTMLPLQHGGFID07DA,48.38,9.97,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７６號二十樓之７,12.9,都市：其他:商業區,,,1081009,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,137.39,3,2,2,有,有,7770000,56445,坡道平面,17.45,1000000,,RPVTMLPLQHGGFID17DA,67.78,11.63,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７２號十二樓之１０,13.03,都市：其他:商業區,,,1080826,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,139.16,3,2,2,有,有,7610000,55706,坡道平面,17.45,830000,,RPPPMLQLQHGGFID88DA,69.68,10.94,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７６號二樓之２,10.24,都市：其他:商業區,,,1090813,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,106.77000000000001,2,2,1,有,有,6790000,64823,坡道平面,17.45,1000000,,RPTNMLQLQHGGFID09DA,50.08,8.84,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７８號九樓之２,10.12,都市：其他:商業區,,,1100731,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,104.44999999999999,2,2,1,有,有,6700000,64146,坡道平面,17.45,0,,RPSNMLKMQHGGFID48DA,49.67,8.06,0.0,有,137
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７６號三樓之５,13.03,都市：其他:商業區,,,1090813,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,138.54,3,2,2,有,有,7070000,51455,坡道平面,16.88,810000,,RPQPMLMJRHGGFID48DA,68.92,11.64,0.0,有,
仁德區,房地(土地+建物),臺南市仁德區德崙路２５１號五樓之３,16.99,都市：其他:住宅區,,,1100824,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860922,92.57,4,2,2,有,有,3200000,34568,,0.0,0,陽台外推；,RPXOMLSJRHGGFID07DA,59.81,7.1,0.0,有,
歸仁區,土地,昭德段793地號,124.05,,鄉村區,乙種建築用地,1100730,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2700000,21765,,0.0,0,地號:790、792為交通用地，實價登錄買價為零。,RPTOMLTJRHGGFID76DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區文心路７８號二十二樓之７,12.14,都市：其他:商業區,,,1100819,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1100315,127.65,3,2,2,有,有,9320000,73012,坡道平面,17.45,0,,RPSPMLRJRHGGFID56DA,62.98,10.07,0.0,有,138
仁德區,房地(土地+建物)+車位,臺南市仁德區太子北路２５０巷２５號四樓之５,44.54,都市：其他:住宅區,,,1090109,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100701,122.64999999999999,3,2,2,有,有,6780000,51471,一樓平面,14.24,1200000,,RPTOMLLKRHGGFID68DA,71.29,8.78,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區太子北路２５０巷２５號五樓之３,34.64,都市：其他:住宅區,,,1090229,土地2建物1車位1,五層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100701,95.08,2,2,2,有,有,5470000,52820,一樓平面,14.24,1200000,,RPUOMLLKRHGGFID78DA,53.66,5.96,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區太子北路２５０巷２５號四樓之３,33.58,都市：其他:住宅區,,,1090314,土地2建物1車位1,四層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100701,92.08,2,2,2,有,有,5400000,58645,一樓平面,0.0,1200000,,RPVOMLLKRHGGFID88DA,53.66,5.96,0.0,有,
仁德區,房地(土地+建物)+車位,臺南市仁德區太子北路２５０巷２５號二樓之３,34.64,都市：其他:住宅區,,,1081211,土地2建物1車位1,二層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100701,95.08,2,2,2,有,有,5100000,50717,一樓平面,14.24,1000000,,RPWOMLLKRHGGFID98DA,53.66,5.96,0.0,有,
關廟區,土地,松腳段287地號,48.0,都市：其他:住宅區,,,1100613,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1190640,24805,,0.0,0,,RPXOMLLKRHGGFID09DA,0.0,0.0,0.0,無,
關廟區,土地,松腳段288地號,388.0,都市：其他:計畫道路用地,,,1100613,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8422000,21706,,0.0,0,,RPOPMLLKRHGGFID28DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物)+車位,臺南市仁德區太子北路２５０巷２５號五樓之６,37.12,都市：其他:住宅區,,,1081216,土地2建物1車位1,五層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100701,102.9,3,2,2,有,有,5600000,51320,一樓平面,14.24,1050000,,RPRPMLLKRHGGFID58DA,60.69,4.96,0.0,有,
歸仁區,土地,八甲段134地號,1302.0,,鄉村區,乙種建築用地,1100713,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,49597000,38093,,0.0,0,134地號每坪14萬元共計4777萬元134-2及134-3地號以公告現值計價共計182.7萬元.,RPOPMLNKRHGGFID48DA,0.0,0.0,0.0,無,
歸仁區,土地,豬厝段1124-3地號,1246.0,,一般農業區,農牧用地,1100729,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7250000,5819,,0.0,0,,RPQPMLNKRHGGFID68DA,0.0,0.0,0.0,無,
仁德區,房地(土地+建物),臺南市仁德區太子北路２５０巷２５號四樓之６,31.98,都市：其他:住宅區,,,1090223,土地2建物1車位0,四層,五層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1100701,88.66000000000001,3,2,2,有,有,4360000,49177,,0.0,0,,RPXNMLLKRHGGFID98DA,60.69,4.96,0.0,有,
仁德區,土地,太新段165地號,1426.02,都市：其他:河川區,,,1100612,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,31500000,22089,,0.0,0,,RPTNMLPKRHGGFID98DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區大灣路１１２巷６之１號,141.49,都市：其他:道路用地,,,1100329,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1091116,265.0,6,2,6,有,無,18880000,71245,,0.0,0,,RPUNMLLJOHGGFKD48DA,246.81,18.19,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區復國路８７巷２１號七樓之５,18.79,都市：其他:住宅區,,,1100721,土地2建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1070305,135.04,2,2,1,有,有,8800000,65166,坡道平面,0.0,0,,RPSPMLQJQHGGFKD56DA,57.02,6.88,0.0,有,139
永康區,房地(土地+建物),臺南市永康區蔦松二街５６巷１２弄３號,91.07,都市：其他:住宅區,,,1100625,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100317,196.69,4,2,3,有,無,14700000,74737,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTNMLMJPHGGFKD58DA,177.96,18.73,0.0,無,
永康區,房地(土地+建物),臺南市永康區永二街１２３巷２０號,268.35,都市：其他:住宅區,,,1100716,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0961114,506.96,24,0,24,有,無,28800000,56809,,0.0,0,頂樓加蓋；,RPWOMLQKPHGGFKD86DA,506.96,0.0,0.0,無,140
永康區,土地,永華段1142地號,1.06,都市：其他:道路用地,,,1100830,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000,11321,,0.0,0,包含公共設施保留地用地；,RPUOMLMJRHGGFKD98DA,0.0,0.0,0.0,無,076
永康區,土地,永仁段952地號,0.1,都市：其他:體育場用地,,,1100830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500,0,,0.0,0,包含公共設施保留地用地；,RPVOMLMJRHGGFKD09DA,0.0,0.0,0.0,無,142
永康區,土地,永華段1142地號,1.06,都市：其他:道路用地,,,1100830,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000,11321,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPWOMLMJRHGGFKD56DA,0.0,0.0,0.0,無,076
永康區,土地,永仁段952地號,0.1,都市：其他:體育場用地,,,1100830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPXOMLMJRHGGFKD66DA,0.0,0.0,0.0,無,142
永康區,土地,永華段1142地號,1.06,都市：其他:道路用地,,,1100830,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000,11321,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPOPMLMJRHGGFKD48DA,0.0,0.0,0.0,無,076
永康區,土地,永仁段952地號,0.1,都市：其他:體育場用地,,,1100830,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPPPMLMJRHGGFKD58DA,0.0,0.0,0.0,無,142
永康區,房地(土地+建物),臺南市永康區蔦松二街５６巷２號,70.96,都市：其他:住宅區,,,1080704,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土構造,1100317,184.41,4,2,3,有,無,9880000,53576,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQOMLKLQHGGFKD48DA,162.69,21.72,0.0,無,
永康區,房地(土地+建物),臺南市永康區蔦松二街６０號,79.83,都市：其他:住宅區,,,1100807,土地1建物1車位0,全,三層,透天厝,店舖，住宅,鋼筋混凝土構造,1100317,171.49,5,2,3,有,無,16500000,96216,,0.0,0,,RPOOMLKKRHGGFKD28DA,136.94,34.55,0.0,無,
永康區,房地(土地+建物),臺南市永康區中華二路２６６巷３８號七樓之２,6.65,都市：其他:住宅區,,,1100907,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870602,31.46,1,1,1,有,有,1800000,57216,,0.0,0,含裝潢費；含傢俱設備費；夾層；,RPPNMLTJRHGGFKD09DA,22.95,0.0,0.0,有,
永康區,土地,烏竹段135-2地號,10.95,都市：其他:住宅區,,,1100908,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,463400,42320,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLTJRHGGFKD66DA,0.0,0.0,0.0,無,
永康區,土地,永華段1142地號,2.82,都市：其他:道路用地,,,1100831,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,32000,11348,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPRQMLSJRHGGFKD86DA,0.0,0.0,0.0,無,076
永康區,土地,永仁段952地號,0.26,都市：其他:體育場用地,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1333,0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPSQMLSJRHGGFKD96DA,0.0,0.0,0.0,無,142
永康區,房地(土地+建物),臺南市永康區五王里中華路５７８巷２之２號七樓之７,3.97,都市：其他:住宅區,,,1100904,土地2建物1車位0,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0851028,22.99,1,0,1,有,有,1380000,60026,,0.0,0,,RPPNMLOJRHGGFKD58DA,14.71,2.28,0.0,有,149
永康區,土地,蜈蜞潭段1352地號,1761.0,都市：其他:住宅區,,,1090729,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,161420000,91664,,0.0,0,,RPQNMLOJRHGGFKD68DA,0.0,0.0,0.0,無,
永康區,土地,大灣段6897地號,232.0,都市：其他:住宅區,,,1100716,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,22500000,96983,,0.0,0,,RPPPMLNKRHGGFKD78DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區永大路二段９８６巷１６號,74.88,都市：其他:住宅區,,,1100814,土地2建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0811223,130.87,7,2,6,有,無,7800000,59601,一樓平面,0.0,0,,RPQPMLNKRHGGFKD88DA,122.47,8.4,0.0,無,
永康區,土地,頭前段645地號,2270.57,都市：其他:道路用地,,,1100604,土地9建物0車位0,,,其他,,,,0.0,0,0,0,有,無,162315494,71487,,0.0,0,包含公共設施保留地用地；,RPRPMLNKRHGGFKD98DA,0.0,0.0,0.0,無,150
永康區,土地,王田段1562-3地號,1386.93,都市：其他:道路用地,,,1100824,土地10建物0車位0,,,其他,,,,0.0,0,0,0,有,無,92931314,67005,,0.0,0,包含公共設施保留地用地；,RPTPMLNKRHGGFKD56DA,0.0,0.0,0.0,無,151
永康區,土地,永和段516地號,9.04,都市：其他:公園用地,,,1100820,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,327600,36239,,0.0,0,,RPWPMLNKRHGGFKD86DA,0.0,0.0,0.0,無,070
永康區,土地,永和段516地號,53.46,都市：其他:國小學校用地,,,1100820,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1941600,36319,,0.0,0,,RPXPMLNKRHGGFKD96DA,0.0,0.0,0.0,無,070
永康區,房地(土地+建物),臺南市永康區東橋十二街５７號八樓之２,14.68,都市：其他:住宅區,,,1100824,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060623,73.69,2,2,2,有,有,6000000,81422,,0.0,0,,RPPOMLNKRHGGFKD68DA,47.17,4.08,0.0,有,154
永康區,房地(土地+建物)+車位,臺南市永康區安康里中華路７２７巷１６號十四樓之１,13.47,都市：其他:住宅區,,,1100818,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880824,131.63,4,2,2,有,有,7500000,56978,坡道機械,13.14,0,,RPSNMLNKRHGGFKD88DA,89.55,3.56,0.0,有,155
永康區,土地,東南段24-5地號,19.52,都市：其他:住宅區,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1397600,71598,,0.0,0,房屋坐落越界建築土地買賣親友、員工、共有人或其他特殊關係間之交易；,RPQOMLOKRHGGFKD88DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區國光七街２２號七樓,18.58,都市：其他:住宅區,,,1100818,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811111,107.93,3,2,2,有,有,3400000,31502,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPROMLOKRHGGFKD98DA,70.94,8.21,0.0,有,
永康區,土地,平道段251地號,438.19,都市：其他:住宅區,,,1100815,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,62563600,142777,,0.0,0,,RPPQMLNKRHGGFKD88DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物),臺南市永康區永大路二段１１２９號地下一層之７,0.84,都市：其他:住宅區,,,1100905,土地1建物1車位0,地下一層,十九層,住宅大樓(11層含以上有電梯),店舖、辦公室。,鋼筋混凝土造,0830711,38.16,1,0,0,有,有,600000,15723,,0.0,0,,RPUOMLOKRHGGFKD66DA,29.88,0.0,0.0,有,
後壁區,土地,新港東段新港東小段531地號,2758.0,,特定農業區,農牧用地,1100824,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2750000,997,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLQKRHGGFED68EA,0.0,0.0,0.0,無,
官田區,土地,二鎮段二鎮小段78地號,198.0,都市：其他:住宅區,,,1100807,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3650000,18434,,0.0,0,,RPPNMLQKRHGGFFD48EA,0.0,0.0,0.0,無,
新市區,房地(土地+建物),臺南市新市區豐華５之６號,93.56,都市：其他:農業區,,,1100505,土地3建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1100426,181.58,5,2,5,有,無,9700000,53420,,0.0,0,,RPXNMLOKRHGGFHD66EA,168.83,12.75,0.0,無,
善化區,房地(土地+建物),臺南市善化區牛庄５５６之１９號,147.22,,一般農業區,甲種建築用地,1100817,土地10建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1040908,173.32,4,1,4,有,無,7500000,43273,,0.0,0,,RPSNMLPKRHGGFHD88EA,167.87,5.45,0.0,無,
柳營區,房地(土地+建物)+車位,臺南市柳營區八老爺１２之６號,85.0,,鄉村區,乙種建築用地,1100828,土地1建物1車位1,全,三層,透天厝,住家用,鋼筋混凝土造,0860127,172.31,4,2,3,有,無,3200000,18571,一樓平面,0.0,0,,RPVNMLPKRHGGFDD78EA,162.63,9.68,0.0,無,
鹽水區,房地(土地+建物),臺南市鹽水區忠孝路４３巷２０號,127.0,都市：其他:住宅區,,,1100805,土地4建物1車位0,全,二層,透天厝,住家用,加強磚造,0691016,113.16,3,2,2,有,無,2600000,22976,,0.0,0,,RPSOMLPKRHGGFDD58EA,113.16,0.0,0.0,無,
新營區,土地,北紙段393-2地號,15.49,都市：其他:住宅區,,,1100831,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,241644,15600,,0.0,0,,RPTOMLPKRHGGFDD68EA,0.0,0.0,0.0,無,
鹽水區,土地,歡雅段334地號,403.0,,鄉村區,乙種建築用地,1100811,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,11166,,0.0,0,,RPSNMLQKRHGGFDD58EA,0.0,0.0,0.0,無,
東區,房地(土地+建物),臺南市東區裕信路３４６之１號,84.17,都市：其他:虎尾寮第三種住宅區,,,1100906,土地2建物1車位0,全,五層,透天厝,住宅、停車空間,鋼筋混凝土造,0940124,228.74,5,1,5,有,無,3903455,17065,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLLKRHGGFCD87EA,177.96,50.78,0.0,無,
永康區,房地(土地+建物),臺南市永康區復華里復華八街４７巷３２號,13.07,都市：其他:住宅區,,,1100709,土地1建物1車位0,一層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850426,103.18,3,2,2,有,有,5500000,53305,,0.0,0,夾層；,RPTPMLPKRHGGFKD76DA,72.05,7.98,0.0,有,
永康區,土地,蜈蜞潭段2157-14地號,63.0,都市：其他:住宅區,,,1100803,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2324700,36900,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQKRHGGFKD88DA,0.0,0.0,0.0,無,
下營區,土地,營中段1043地號,160.68,都市：其他:住宅區,,,1100909,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,9958,,0.0,0,,RPUNMLPKRHGGFFD88EA,0.0,0.0,0.0,無,
善化區,土地,德興段142地號,267.84,,鄉村區,乙種建築用地,1100821,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2223155,8300,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLPKRHGGFHD66EA,0.0,0.0,0.0,無,
